time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
0.455,3.35641,1.40776,-1.49914,-1.73258,-1.16596,-2.81131,1.59473,-1.87314,-10.0045,-9.07463,1.95953,0.224167,15.0723,14.7389,-3.6644,-2.42283,0.626964,14.1187,-24.1179,-23.1763,
0.46,3.07368,1.32896,-2.77474,-1.80375,-1.0324,-2.79071,2.05714,-1.84902,-9.77923,-9.1166,0.313049,0.205315,12.9795,14.6814,-3.29147,-2.4272,1.10937,14.1155,-24.1667,-23.1828,
0.465,2.82992,1.27751,-3.88957,-1.85577,-0.922721,-2.77146,2.28674,-1.82403,-9.63176,-9.17222,-0.317908,0.198986,11.3899,14.6246,-3.13851,-2.42269,1.40948,14.1127,-24.0765,-23.1953,
0.47,2.82412,1.26471,-3.95236,-1.89769,-0.933152,-2.75694,2.12179,-1.80891,-9.50114,-9.23214,0.145311,0.191272,11.135,14.5772,-3.20062,-2.41082,1.56664,14.1169,-23.94,-23.2116,
0.475,2.94723,1.26744,-2.9812,-1.93423,-1.04329,-2.74716,1.76543,-1.79635,-9.57502,-9.29366,2.11288,0.158955,12.5716,14.5554,-3.56131,-2.396,1.60273,14.1456,-23.7799,-23.238,
0.48,2.8677,1.26286,-1.7761,-1.95526,-1.16241,-2.73925,1.43884,-1.77442,-9.79149,-9.35726,2.8217,0.0890458,13.7198,14.5668,-3.64093,-2.38065,1.58687,14.2109,-23.9465,-23.283,
0.485,2.96696,1.24561,-1.16888,-1.95591,-1.21308,-2.73263,-0.399646,-1.74076,-9.71473,-9.42033,3.22739,-0.00178115,14.455,14.6018,-3.67334,-2.3644,1.52668,14.3004,-24.1406,-23.3407,
0.49,3.0117,1.22122,-1.24002,-1.94173,-1.17757,-2.72868,0.260483,-1.69866,-9.79214,-9.48201,3.15696,-0.096174,14.5272,14.6505,-3.63575,-2.34453,-2.31078,14.3981,-24.2576,-23.3991,
0.495,2.75345,1.19024,-1.94089,-1.91328,-1.06491,-2.72672,0.687494,-1.6451,-9.70572,-9.54878,1.71731,-0.180285,13.2847,14.7042,-3.32604,-2.32005,0.521036,14.4909,-24.3128,-23.4485,
0.5,2.44463,1.16064,-1.82836,-1.87569,-1.04047,-2.72629,-0.566097,-1.58464,-9.79853,-9.62097,1.59925,-0.249069,13.0616,14.7468,-3.28088,-2.29617,0.0372425,14.5692,-24.1601,-23.4833,
0.505,2.7824,1.14477,-0.924276,-1.83705,-1.14952,-2.72643,-0.413141,-1.52331,-10.0294,-9.69985,2.41738,-0.310091,13.9547,14.785,-3.41538,-2.27607,-0.934398,14.6401,-24.5778,-23.5071,
0.51,2.67564,1.15668,-1.36887,-1.80124,-1.08,-2.72795,0.318445,-1.46852,-10.1595,-9.78419,1.68627,-0.3834,13.2706,14.843,-3.23275,-2.25933,-0.710333,14.7241,-24.8433,-23.5302,
0.515,2.5145,1.20218,-2.38392,-1.78026,-0.945696,-2.73286,0.779137,-1.43163,-10.3077,-9.86458,1.26024,-0.480582,12.3367,14.9301,-3.11566,-2.24778,-0.503644,14.8317,-25.0826,-23.5596,
0.52,2.63486,1.27366,-2.22031,-1.76308,-0.934737,-2.73971,0.895366,-1.40785,-10.3797,-9.93751,1.68342,-0.59315,12.4047,15.0441,-3.15954,-2.2439,-0.515118,14.9567,-25.3897,-23.5929,
0.525,3.11593,1.36703,-1.25625,-1.74008,-1.02624,-2.74643,0.691801,-1.39134,-10.3855,-10.0051,3.78759,-0.697793,14.0117,15.1608,-3.54851,-2.24665,-0.687578,15.079,-25.3046,-23.6236,
0.53,3.22899,1.47567,-0.727679,-1.72621,-1.05247,-2.75438,-0.992997,-1.38418,-10.4157,-10.0677,4.21407,-0.778699,14.5588,15.2434,-3.57686,-2.25102,-0.71207,15.1794,-25.2722,-23.648,
0.535,3.16214,1.5929,-1.22297,-1.72026,-0.972898,-2.76587,0.393286,-1.38115,-10.3315,-10.132,2.79874,-0.833505,13.3219,15.2882,-3.21845,-2.24889,-3.84576,15.2586,-25.3245,-23.6701,
0.54,2.94452,1.71436,-2.25546,-1.72129,-0.837717,-2.78243,1.00912,-1.37988,-10.2422,-10.2007,1.03437,-0.854583,11.3483,15.3152,-2.79505,-2.23547,-0.864326,15.3248,-25.3832,-23.6979,
0.545,2.94234,1.82946,-2.48262,-1.72795,-0.810599,-2.80013,1.52751,-1.37471,-10.4845,-10.2784,1.41643,-0.823056,10.8707,15.3236,-2.82022,-2.21524,-0.397087,15.3685,-25.3471,-23.7276,
0.55,2.95472,1.91281,-2.29083,-1.73467,-0.843079,-2.81598,1.73405,-1.35397,-10.685,-10.3675,1.89595,-0.742667,10.7268,15.3039,-2.8509,-2.19286,-0.0742165,15.3853,-25.3878,-23.7543,
0.555,3.19257,1.96413,-1.75782,-1.74215,-0.91981,-2.82814,1.61795,-1.32008,-10.8173,-10.4648,2.79083,-0.63782,11.1736,15.2546,-2.95457,-2.16779,0.195681,15.3861,-25.3991,-23.783,
