time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
0.45,28.149,10.0928,-29.7174,-32.6032,0.841292,-0.739872,-8.33056,-1.57911,-53.1787,-55.8993,-1.04696,-2.53841,-3.51488,-4.62372,-0.476362,-0.256582,5.58193,4.31047,0.0666601,0.815787,
0.455,28.1696,10.6054,-28.7826,-31.3983,0.4369,-1.02559,-8.09677,-0.951301,-54.1218,-57.1496,-1.41957,-3.08991,-3.98535,-5.22443,-0.287091,0.294977,5.63583,4.54862,0.235235,0.871617,
0.46,29.5171,11.0891,-27.6324,-30.2676,0.487377,-1.29071,-7.99293,-0.357863,-54.7617,-58.4298,-1.88102,-3.41532,-4.53876,-5.75159,0.0555873,0.761237,5.71613,4.69359,0.412699,0.936281,
0.465,30.6278,11.59,-26.7187,-29.2292,0.442755,-1.5362,-7.8549,0.18676,-55.2664,-59.7288,-2.69427,-3.52868,-5.20601,-6.19803,0.380981,1.13786,5.80584,4.75637,0.597282,1.00786,
0.47,32.0295,12.1496,-25.7839,-28.3084,0.483578,-1.76255,-7.63882,0.663678,-56.0306,-61.023,-3.28767,-3.44516,-5.56741,-6.56057,0.665829,1.42392,5.90312,4.74786,0.786604,1.08463,
0.475,33.1031,12.7917,-25.0501,-27.5271,0.458713,-1.97235,-7.5233,1.05862,-56.7414,-62.2833,-3.72256,-3.18127,-5.70103,-6.83901,0.848247,1.62146,6.02611,4.67895,0.981848,1.16509,
0.48,34.0916,13.5322,-24.5561,-26.9122,0.416349,-2.16595,-7.16729,1.3599,-57.6362,-63.4818,-4.47572,-2.74165,-5.55161,-7.02537,0.833535,1.72875,6.14877,4.5586,1.18365,1.24802,
0.485,34.9876,14.366,-24.1107,-26.4938,0.39909,-2.34545,-6.81119,1.57571,-57.9687,-64.6102,-5.15857,-2.1622,-5.74303,-7.13413,1.05527,1.75949,6.26876,4.40127,1.38037,1.33215,
0.49,35.2539,15.2843,-23.8207,-26.2853,0.209044,-2.51691,-6.3736,1.72017,-58.1504,-65.6685,-5.34475,-1.47211,-4.96894,-7.17335,0.953355,1.72406,6.41989,4.22059,1.56699,1.41643,
0.495,35.7025,16.2879,-23.8058,-26.2935,0.226841,-2.68283,-5.7771,1.80008,-58.5722,-66.6531,-5.68527,-0.706894,-4.68399,-7.15371,0.717579,1.63507,6.53909,4.03161,1.74973,1.49992,
0.5,35.7978,17.3679,-23.9449,-26.5011,0.0378388,-2.84898,-5.295,1.83453,-58.9284,-67.5729,-5.74943,0.0908792,-4.31585,-7.08882,0.637679,1.5071,6.69069,3.85087,1.92089,1.58177,
0.505,35.8783,18.4896,-24.5574,-26.8983,-0.0774359,-3.0279,-4.88054,1.85537,-59.8938,-68.448,-6.00284,0.871073,-4.21385,-6.99562,0.281527,1.35642,6.8283,3.69636,2.08148,1.66124,
0.51,35.8659,19.6509,-25.1108,-27.4855,-0.321482,-3.22509,-4.52041,1.8631,-61.1859,-69.2781,-6.27376,1.57613,-4.07019,-6.89491,0.131317,1.2006,6.98572,3.58728,2.22847,1.73767,
0.515,35.7695,20.8739,-25.8042,-28.2572,-0.626549,-3.44174,-4.35378,1.83979,-62.7117,-70.054,-6.44871,2.16035,-3.86408,-6.79451,-0.0222373,1.04997,7.17721,3.53971,2.36157,1.81048,
0.52,35.7088,22.1616,-26.7383,-29.188,-0.924317,-3.68119,-4.35516,1.77693,-64.7058,-70.7696,-6.77296,2.55365,-4.13632,-6.72771,0.0227408,0.924975,7.37786,3.57357,2.47905,1.87914,
0.525,35.7636,23.4694,-27.6297,-30.2411,-1.33217,-3.94502,-4.34956,1.69732,-67.0432,-71.4341,-7.66299,2.67918,-3.91975,-6.7382,0.068697,0.84758,7.6064,3.70844,2.58578,1.9431,
0.53,36.0414,24.7367,-28.1818,-31.3882,-1.67881,-4.23274,-4.43848,1.63461,-69.7055,-72.0678,-8.27236,2.47563,-3.98955,-6.86076,0.0678121,0.832235,7.85765,3.95887,2.67028,2.00186,
0.535,36.5749,25.8968,-28.7602,-32.6103,-2.02643,-4.53944,-4.55574,1.62945,-72.3824,-72.7054,-9.35304,1.89086,-4.53404,-7.12907,0.273175,0.889603,8.09092,4.33564,2.73993,2.05488,
0.54,34.6817,26.8948,-32.829,-33.8985,-2.60344,-4.85661,-4.55155,1.72056,-74.7972,-73.3952,-10.5117,0.886177,-4.93689,-7.57227,0.510887,1.02541,8.34318,4.84507,2.795,2.10148,
0.545,35.7686,27.7219,-32.6987,-35.2209,-1.75249,-5.18109,-4.44582,1.924,-75.5,-74.1822,-11.9179,-0.556012,-5.34105,-8.20862,0.88521,1.23856,8.58343,5.48824,2.83591,2.14088,
0.55,34.7208,28.394,-34.7363,-36.5397,-3.88581,-5.51153,-4.36934,2.24299,-76.5578,-75.1091,-13.6414,-2.40244,-6.24513,-9.0233,1.59342,1.51354,8.87124,6.25722,2.86191,2.17237,
0.555,35.0546,28.9403,-35.6198,-37.8433,-4.07691,-5.85172,-4.21958,2.66869,-76.8544,-76.2167,-15.3013,-4.66716,-6.52449,-10.0326,2.12559,1.84881,9.16941,7.14896,2.87361,2.19423,
0.56,35.1522,29.4096,-36.7593,-39.1227,-4.6368,-6.20604,-3.95707,3.17661,-77.1158,-77.5305,-17.4859,-7.30511,-7.19763,-11.2078,2.91448,2.22634,9.47971,8.15227,2.87224,2.20486,
0.565,35.1394,29.8729,-37.8387,-40.3656,-5.23511,-6.57349,-3.57589,3.72844,-77.6069,-79.0599,-19.6239,-10.2487,-7.49946,-12.498,3.52967,2.62368,9.76088,9.25309,2.89584,2.20238,
0.57,34.8758,30.4207,-39.4155,-41.5735,-5.79999,-6.94689,-3.40398,4.26716,-78.1448,-80.7889,-21.7348,-13.4109,-8.41754,-13.8302,4.29449,3.01572,10.0132,10.4356,2.93185,2.18473,
0.575,35.1482,31.1425,-40.2361,-42.7349,-6.34091,-7.3175,-3.26545,4.73298,-78.3558,-82.6859,-23.7698,-16.69,-8.96472,-15.1123,4.90015,3.37699,10.2747,11.6831,2.92734,2.1498,
0.58,35.1923,32.1082,-41.5965,-43.8169,-6.82318,-7.6748,-3.11531,5.07945,-78.4736,-84.718,-25.8029,-19.9497,-9.44334,-16.2189,5.41832,3.67855,10.5269,12.9749,2.90491,2.09574,
0.585,35.5269,33.348,-42.5797,-44.8106,-7.31715,-8.00605,-3.1011,5.28403,-78.7541,-86.8666,-27.6316,-23.099,-9.95999,-17.0509,5.89644,3.90581,10.779,14.2982,2.86712,2.02068,
0.59,35.738,34.8871,-43.876,-45.7408,-7.60386,-8.29969,-3.17653,5.31973,-79.1711,-89.1099,-29.1647,-26.0465,-10.3174,-17.5064,6.17117,4.04788,11.0157,15.6402,2.81682,1.92327,
0.595,36.0162,36.7349,-44.8263,-46.6218,-7.72205,-8.55137,-3.22588,5.16763,-79.6601,-91.4254,-30.5248,-28.7048,-10.692,-17.4893,6.31069,4.09881,11.2286,16.9877,2.75687,1.80289,
0.6,35.8697,38.8721,-45.8771,-47.4551,-8.17531,-8.76813,-3.24347,4.8288,-80.4056,-93.8032,-31.6613,-31.0075,-10.7386,-16.9277,6.24927,4.06031,11.4609,18.3286,2.69414,1.65979,
0.605,36.2044,41.297,-46.8082,-48.2451,-8.37336,-8.956,-3.2485,4.28543,-81.2942,-96.2167,-32.6249,-32.9135,-10.5753,-15.7844,6.12418,3.94126,11.7199,19.651,2.62601,1.49517,
0.61,36.6389,43.9734,-47.3359,-48.9925,-8.47072,-9.11598,-3.2743,3.53364,-82.3341,-98.6295,-33.0568,-34.4097,-9.949,-14.0651,5.73923,3.75648,12.0044,20.9432,2.55324,1.31128,
0.615,36.913,46.8067,-47.8098,-49.717,-8.81515,-9.24647,-3.32334,2.60463,-83.1441,-101.017,-33.4995,-35.4919,-8.97851,-11.8067,5.71743,3.52233,12.347,22.1911,2.4785,1.11169,
0.62,36.8823,49.6852,-48.4031,-50.4142,-9.35928,-9.34326,-3.29917,1.54709,-84.5189,-103.364,-33.5043,-36.2158,-7.28308,-9.1264,5.52972,3.26223,12.7862,23.3823,2.40046,0.900406,
0.625,37.3586,52.4936,-48.1576,-51.0558,-10.0539,-9.3981,-3.29441,0.417323,-86.7901,-105.654,-32.7339,-36.6438,-4.55476,-6.17548,4.98521,2.99678,13.3088,24.502,2.32241,0.682444,
0.63,37.4683,55.1263,-48.2881,-51.599,-10.6577,-9.40605,-3.39632,-0.73335,-89.4032,-107.868,-32.0398,-36.8419,-1.88016,-3.13433,4.69512,2.74279,13.8615,25.532,2.24571,0.463531,
0.635,38.0687,57.4796,-47.8321,-52.002,-10.9921,-9.36784,-3.45914,-1.85115,-92.1052,-109.993,-31.5089,-36.8774,0.313335,-0.205726,4.20769,2.51271,14.4055,26.4516,2.17486,0.249799,
0.64,38.9307,59.4662,-47.1901,-52.2118,-11.1634,-9.28271,-3.51492,-2.89232,-94.6804,-112.004,-30.729,-36.8102,3.10954,2.40128,3.81243,2.31382,14.9228,27.2376,2.11492,0.0475161,
0.645,39.9864,61.0312,-46.5613,-52.1484,-11.3875,-9.14965,-3.78187,-3.82468,-96.9678,-113.869,-30.4856,-36.685,4.47403,4.48904,3.48943,2.14818,15.4217,27.8645,2.06902,-0.137182,
0.65,41.3152,62.1356,-45.5708,-51.7367,-11.3753,-8.97269,-4.12454,-4.6177,-99.0469,-115.557,-30.2445,-36.5255,5.44972,5.88903,3.25472,2.01336,15.8507,28.3056,2.03859,-0.298558,
0.655,43.0663,62.781,-44.5376,-50.9413,-11.1202,-8.75785,-4.29234,-5.25418,-100.305,-117.055,-30.955,-36.3316,5.15587,6.47795,3.47587,1.9037,16.1948,28.5343,2.02793,-0.431523,
0.66,45.1318,63.0639,-43.3129,-49.775,-10.6601,-8.50942,-4.30952,-5.7766,-101.105,-118.335,-31.6311,-36.0804,4.25393,6.19043,3.59148,1.81205,16.433,28.526,2.03967,-0.531851,
0.665,47.1614,63.1052,-42.2407,-48.2734,-10.1089,-8.23384,-4.32263,-6.24079,-101.488,-119.365,-31.8749,-35.7296,2.81631,5.0268,3.6705,1.73136,16.5601,28.2601,2.08844,-0.596348,
0.67,49.4843,63.0088,-40.4712,-46.4945,-9.81081,-7.93887,-4.48973,-6.69138,-101.585,-120.122,-32.0685,-35.2226,1.93591,3.05419,3.86127,1.65594,16.5834,27.7223,2.12785,-0.622961,
0.675,50.3757,62.8698,-41.7579,-44.5347,-9.52617,-7.62892,-4.67845,-7.16338,-101.428,-120.602,-31.4399,-34.4952,0.961932,0.401761,3.76784,1.5822,16.5123,26.9067,2.20458,-0.610838,
0.68,52.7226,62.7731,-39.544,-42.5071,-8.89327,-7.3102,-4.99378,-7.68888,-100.498,-120.81,-30.725,-33.4844,-0.0203924,-2.7508,3.90075,1.50887,16.2989,25.817,2.3121,-0.56035,
0.685,54.4955,62.7841,-38.4896,-40.5143,-8.42236,-6.98714,-5.31157,-8.29075,-99.0651,-120.762,-30.1073,-32.1372,-1.89422,-6.18813,4.0185,1.4367,15.9847,24.4686,2.44239,-0.473072,
0.69,55.7941,62.9481,-37.5815,-38.6437,-7.8182,-6.65732,-5.66494,-8.99294,-97.121,-120.452,-28.8895,-30.4183,-3.34704,-9.67739,4.07058,1.36761,15.5521,22.8877,2.58171,-0.351714,
0.695,57.399,63.2316,-35.8511,-36.9732,-7.18917,-6.31931,-6.01869,-9.78623,-94.6918,-119.871,-27.5739,-28.3144,-4.66413,-12.9876,4.04879,1.30364,15.0803,21.1113,2.71837,-0.200017,
0.7,57.2764,63.5592,-36.0232,-35.5868,-7.00916,-5.97063,-6.33358,-10.6477,-91.9498,-119.003,-25.9618,-25.8376,-5.96165,-15.9075,3.98462,1.24596,14.3874,19.1848,2.86879,-0.0226017,
0.705,59.5167,63.8562,-32.5357,-34.5234,-5.64191,-5.6086,-6.5614,-11.5557,-88.9592,-117.83,-23.986,-23.0252,-6.72905,-18.261,3.67533,1.1941,13.5373,17.1592,3.02046,0.175228,
0.71,56.453,64.0905,-37.0735,-33.7146,-7.76439,-5.23163,-6.69085,-12.5021,-85.2335,-116.312,-22.5131,-19.937,-7.8507,-19.9183,3.43403,1.14557,12.2152,15.0883,3.17114,0.387712,
0.715,58.8966,64.2483,-32.2039,-33.0126,-5.25399,-4.83937,-6.95267,-13.4867,-80.8851,-114.39,-19.3996,-16.6517,-9.62319,-20.8022,3.38134,1.09608,11.5379,13.0246,3.31803,0.608888,
0.72,57.4772,64.2784,-32.8046,-32.2164,-6.17073,-4.43523,-7.41002,-14.4835,-76.4954,-111.989,-19.5961,-13.2617,-9.76077,-20.891,3.00674,1.04015,10.1911,11.0163,4.16959,0.832846,
0.725,59.1151,64.0986,-29.2244,-31.135,-4.97349,-4.02161,-7.95102,-15.4531,-71.9133,-109.019,-15.2641,-9.86803,-10.8958,-20.2167,2.86142,0.972012,8.6963,9.10519,3.17703,1.05397,
0.73,56.6013,63.6278,-30.8447,-29.6338,-5.99043,-3.60162,-8.59015,-16.3622,-66.9418,-105.365,-14.0656,-6.57344,-10.8183,-18.8585,2.4808,0.88663,7.25071,7.32468,3.27969,1.26716,
0.735,58.1592,62.8257,-26.6079,-27.6132,-4.77515,-3.18831,-9.27086,-17.1864,-61.4224,-100.926,-11.2873,-3.47592,-11.1542,-16.9326,2.22419,0.780573,5.98089,5.69923,3.38732,1.46795,
